,transaction_date,fish_product_type,length_cm,width_cm,height_cm,weight_kg,historical_price,current_price
0,2023-07-09 20:00:43.243243244,udang,21.173364563701107,13.824474273106532,5.955432225726379,1,68981.7050958365,70268.24305990532
1,2023-09-26 12:52:36.756756756,kerapu,66.96493661609207,17.115106062781134,11.28815725377608,1,45076.65583523094,44011.42084680044
2,2023-09-27 15:06:40.000000000,tuna,33.47555081141757,23.374694212127547,10.161317039540275,1,42565.875411410176,41303.54387066426
3,2023-08-29 11:31:53.513513516,kerapu,71.40607751577517,12.245361741971823,9.01890839901538,1,44717.77507800592,46850.53846378791
4,2023-05-30 18:05:24.324324324,udang,80.74754623382928,19.51432926439898,14.714243699857004,1,69212.42111095856,71522.1720091239
5,2023-09-05 00:56:12.972972972,bandeng,60.03562473045932,22.889051136484643,11.201445328890106,1,19129.80259806712,18800.56039250941
6,2023-08-17 02:12:36.756756756,tuna,63.389093198379065,14.119585515198738,7.505293316014952,1,44559.797920998164,42734.40586893717
7,2023-07-06 22:03:14.594594596,bandeng,96.1182847732793,13.869116727638083,12.600881184922416,1,18540.136059957655,20043.2572729373
8,2023-11-09 23:44:08.648648648,bandeng,87.77338890980593,17.042339707095593,13.614999515054253,1,19996.240052443205,19422.64361320198
9,2023-02-19 13:17:07.027027027,bandeng,93.1389212761176,16.828135188449764,4.502646714201977,1,18820.3276817711,18462.286607441118
10,2023-10-23 11:59:16.756756756,kakap,85.10130306556691,21.13178684652554,5.406635734143197,1,41595.225371661196,42246.340792328185
11,2023-01-28 16:36:02.162162162,kakap,28.713467347738515,14.529667675565854,5.594724109533356,1,42077.57031531033,41482.22443872077
12,2023-08-20 17:39:27.567567568,bandeng,31.91934847761558,24.922458992788822,11.294541712638484,1,20488.434705562442,20538.194097713054
13,2023-12-21 12:38:11.891891892,tuna,62.12990378151677,6.189431377345615,10.2364746606394,1,41212.89133036912,40623.066928391636
14,2023-12-08 18:34:14.054054056,udang,39.68557270383986,5.063356971614034,10.427898776383058,1,66348.7321808663,70950.30283515931
15,2023-11-24 13:31:31.891891892,udang,58.13563800329273,17.803966231192476,14.289279596274012,1,68213.25475272229,66032.30208394291
16,2023-04-13 00:31:42.702702703,kerapu,51.54922590546802,10.968698247237533,12.310938393687671,1,44575.717837945434,46453.93740796983
17,2023-11-18 17:36:34.594594596,tuna,63.953139074436265,9.807647773989675,4.535243094141398,1,40642.98242980276,42769.8974361004
18,2023-10-05 06:45:02.702702704,kakap,79.75005729086581,11.23798160008561,7.170084989102172,1,42869.25298987513,41489.774656584326
19,2023-04-27 05:34:24.864864866,bandeng,77.23927256794195,10.120951302099087,8.224723754108828,1,18540.074446128834,19446.673961696884
20,2023-07-20 00:51:53.513513514,kerapu,61.69873059882675,5.615800993208957,7.751539064971259,1,44170.11984766461,44899.54586991603
21,2023-03-05 09:35:08.108108108,udang,85.79147350536465,24.430660847811772,11.03170330994255,1,71458.19563205808,68093.8155656379
22,2023-05-16 04:18:01.081081082,kakap,54.46896732304267,9.414909769055635,13.702717239078751,1,41808.23547420522,43105.53162455102
23,2023-07-12 00:28:49.729729730,kakap,91.7371431872098,19.680595251786126,6.672617562273456,1,40626.876746169364,41509.00027930578
24,2023-03-18 12:23:47.027027027,bandeng,25.70242160441311,20.251927893883504,9.622525637054228,1,18983.309372977328,20469.409080340403
